city_name,country,date,lat,lon,max_temp_C,cloud_cover%,humidity%,wind_speed
Yar-Sale,RU,1609884352,66.8333,70.8333,-25.289999999999964,27.0,88.0,6.22
Charters Towers,AU,1609884353,-20.1,146.2667,23.920000000000016,100.0,89.0,5.93
Cuiluan,CN,1609884353,47.72,128.648,-24.079999999999984,100.0,88.0,0.3
Morant Bay,JM,1609884353,17.8815,-76.4093,28.0,75.0,69.0,8.7
Alice Springs,AU,1609884354,-23.7,133.8833,21.0,53.0,43.0,6.7
Sabha,LY,1609884354,27.0377,14.4283,15.430000000000007,99.0,48.0,5.37
Puerto Cabezas,NI,1609884354,14.0351,-83.3888,25.410000000000025,22.0,81.0,4.95
Rawson,AR,1609884354,-43.3002,-65.1023,21.710000000000036,0.0,37.0,8.55
Mackenzie,CA,1609884355,55.2999,-123.1698,-2.0,90.0,92.0,5.1
Rey Bouba,CM,1609884355,8.6724,14.1786,24.660000000000025,0.0,18.0,0.61
Mount Gambier,AU,1609884355,-37.8333,140.7667,14.0,90.0,71.0,6.2
San Quintín,MX,1609884356,30.4833,-115.95,18.890000000000043,0.0,54.0,4.57
Vestmannaeyjar,IS,1609884356,63.4427,-20.2734,3.740000000000009,100.0,76.0,7.79
Mahibadhoo,MV,1609884356,3.7833,72.9667,27.600000000000023,100.0,76.0,3.57
Cockburn Town,TC,1609884356,21.4612,-71.1419,24.99000000000001,0.0,54.0,0.81
Abéché,TD,1609884356,13.8292,20.8324,24.340000000000032,0.0,17.0,6.82
Wanning,CN,1609884357,18.8003,110.3967,19.27000000000004,100.0,75.0,3.7
Katherine,AU,1609884357,-14.4667,132.2667,27.0,62.0,78.0,1.6
Ushtobe,KZ,1609884357,45.2514,77.9838,-18.70999999999998,100.0,88.0,1.84
Lata,PT,1609884358,40.1629,-8.3327,5.560000000000002,0.0,86.0,1.0
Alta Gracia,AR,1609884358,-31.6529,-64.4283,25.560000000000002,44.0,45.0,1.34
Kashgar,CN,1609884359,39.4547,75.9797,-10.0,90.0,85.0,0.28
Krasne,UA,1609884359,49.9145,24.6134,2.0,90.0,93.0,2.0
Malbork,PL,1609884359,54.0359,19.0266,0.0,100.0,100.0,5.09
Morros,BR,1609884360,-9.4467,-46.3003,26.760000000000048,3.0,52.0,1.2
Maïné Soroa,NE,1609884360,13.2114,12.0241,25.430000000000007,3.0,17.0,3.58
Weihe,CN,1609884361,32.9952,105.3247,-2.579999999999984,95.0,83.0,1.28
Chifeng,CN,1609884361,42.2683,118.9636,-24.18999999999997,0.0,75.0,7.31
Ranong,TH,1609884361,9.9658,98.6348,23.83000000000004,53.0,85.0,1.76
Dezful,IR,1609884362,32.3811,48.4058,12.890000000000043,37.0,44.0,0.32
Birūr,IN,1609884362,13.6167,75.9667,19.700000000000045,78.0,92.0,2.95
Cumbum,IN,1609884363,9.7333,77.3,21.189999999999998,91.0,87.0,0.78
Umm Hājar,TD,1609884363,13.2954,19.6966,24.670000000000016,1.0,17.0,4.48
Bondo,CD,1609884363,3.8146,23.6866,21.860000000000014,1.0,65.0,0.57
São José da Coroa Grande,BR,1609884363,-8.8978,-35.1478,25.760000000000048,23.0,71.0,3.39
Umluj,SA,1609884364,25.0213,37.2685,23.620000000000005,0.0,63.0,3.58
Ximeicun,CN,1609884364,24.9639,118.3794,12.0,0.0,71.0,5.0
Neiafu,TO,1609884364,-18.65,-173.9833,28.0,75.0,83.0,7.2
Tete,MZ,1609884364,-16.1564,33.5867,26.0,40.0,94.0,0.46
Saint Anthony,US,1609884200,45.0205,-93.218,1.0,1.0,69.0,1.67
Mountrath,IE,1609884365,52.9989,-7.4728,1.1100000000000136,69.0,93.0,1.34
San Martín,AR,1609884365,-33.081,-68.4681,19.0,75.0,68.0,2.6
Kalmunai,LK,1609884366,7.4167,81.8167,24.870000000000005,97.0,87.0,1.42
Yairipok,IN,1609884366,24.6667,94.0667,10.54000000000002,48.0,84.0,0.32
Kangaba,ML,1609884366,11.9333,-8.4167,25.0,0.0,19.0,1.57
Almeirim,BR,1609884366,-1.5233,-52.5817,29.090000000000032,71.0,59.0,2.95
San Luis,AR,1609884366,-33.295,-66.3356,22.110000000000014,2.0,48.0,6.18
Tautira,PF,1609884366,-17.7333,-149.15,29.0,75.0,66.0,1.5
San Fernando del Valle de Catamarca,AR,1609884367,-28.4696,-65.7852,22.78000000000003,60.0,80.0,1.99
Walvis Bay,NA,1609884367,-22.9575,14.5053,21.0,99.0,83.0,2.1
Río Gallegos,AR,1609884367,-51.6226,-69.2181,20.0,90.0,30.0,3.1
Putyatino,RU,1609884368,54.16,41.1169,-6.96999999999997,100.0,97.0,3.86
Luan,CH,1609884368,46.3592,6.9759,1.0,75.0,69.0,2.1
Yeppoon,AU,1609884368,-23.1333,150.7333,27.0,90.0,83.0,2.1
Pergamino,AR,1609884369,-33.89,-60.5736,25.560000000000002,24.0,62.0,6.26
Baghlan,AF,1609884370,36.1307,68.7083,-3.2299999999999613,0.0,90.0,0.54
Ambilobe,MG,1609884370,-13.2,49.05,23.58000000000004,72.0,89.0,0.9
Palana,RU,1609884371,59.1167,159.9667,-22.839999999999975,76.0,90.0,1.83
Lerwick,GB,1609884371,60.1545,-1.1494,6.0,90.0,87.0,4.1
Kloulklubed,PW,1609884371,7.0419,134.2556,26.0,75.0,88.0,2.6
Kampong Cham,KH,1609884372,11.9934,105.4635,22.33000000000004,78.0,72.0,3.99
Pemangkat,ID,1609884372,1.1667,108.9667,24.689999999999998,85.0,92.0,2.54
Matara,LK,1609884372,5.9485,80.5353,24.0,44.0,89.0,2.5
Khani,GE,1609884373,41.9563,42.9566,12.0,0.0,18.0,10.8
Arlit,NE,1609884373,18.7369,7.3853,26.02000000000004,0.0,17.0,3.9
Ipirá,BR,1609884373,-12.1583,-39.7372,26.25,46.0,60.0,6.71
Yenagoa,NG,1609884373,4.9247,6.2642,25.200000000000045,96.0,90.0,2.77
San Andrés,CO,1609884374,12.5847,-81.7006,29.0,75.0,62.0,3.1
Alyangula,AU,1609884374,-13.8483,136.4192,26.0,75.0,100.0,2.1
Wiarton,CA,1609884374,44.7407,-81.1332,1.1100000000000136,90.0,97.0,1.0
Valparaíso,CL,1609884144,-33.0393,-71.6273,18.890000000000043,0.0,63.0,5.1
Garoowe,SO,1609884375,8.4054,48.4845,19.110000000000014,0.0,59.0,5.71
Nouakchott,MR,1609884355,18.0858,-15.9785,24.0,0.0,47.0,4.6
Marsh Harbour,BS,1609884320,26.5412,-77.0636,21.32000000000005,0.0,54.0,6.68
San Vicente de Chucurí,CO,1609884375,6.881,-73.4098,23.0,20.0,64.0,2.1
Avanigadda,IN,1609884375,16.0215,80.9181,22.670000000000016,100.0,94.0,2.75
Danshui,CN,1609884376,22.7984,114.4672,15.0,88.0,48.0,2.99
Salinópolis,BR,1609884376,-0.6136,-47.3561,27.220000000000027,5.0,76.0,5.41
Sorong,ID,1609884376,-0.8833,131.25,26.180000000000007,77.0,84.0,2.8
Narón,ES,1609884376,43.5167,-8.1528,3.890000000000043,90.0,100.0,0.5
Vakhrushevo,RU,1609884377,55.2317,61.7173,-17.99999999999997,40.0,77.0,4.0
Malumfashi,NG,1609884377,11.7853,7.6218,23.55000000000001,0.0,19.0,3.31
Tallahassee,US,1609884081,30.4383,-84.2807,18.0,1.0,34.0,6.2
Pisco,PE,1609884243,-13.7,-76.2167,25.0,0.0,73.0,8.2
Denpasar,ID,1609884212,-8.65,115.2167,26.0,40.0,94.0,1.0
Ust'-Kut,RU,1609884378,56.7938,105.7672,-28.019999999999982,100.0,85.0,1.73
Pitimbu,BR,1609884378,-7.4706,-34.8086,27.0,20.0,74.0,6.7
Tokur,RU,1609884379,53.1333,132.9,-38.04999999999998,61.0,84.0,0.89
Maceió,BR,1609884081,-9.6658,-35.7353,24.0,0.0,83.0,3.1
Mnogovershinnyy,RU,1609884379,53.9353,139.9242,-28.44999999999999,100.0,89.0,2.39
Kailua,US,1609884379,21.4022,-157.7394,27.0,90.0,73.0,3.6
Hurricane,US,1609884380,37.1753,-113.2899,15.0,1.0,26.0,1.5
Coahuayana Viejo,MX,1609884298,18.7333,-103.6833,28.0,40.0,48.0,5.1
Ostrovnoy,RU,1609884380,68.0531,39.5131,-9.17999999999995,54.0,95.0,10.42
Nowy Dwór Gdański,PL,1609884381,54.2131,19.1177,0.0,90.0,97.0,5.1
Saposoa,PE,1609884381,-6.934,-76.7716,24.0,90.0,94.0,1.0
Mergen,CN,1609884381,49.1833,125.2167,-27.039999999999964,100.0,82.0,2.67
Cardston,CA,1609884332,49.2,-113.3019,5.0,27.0,35.0,4.6
Kenai,US,1609884382,60.5544,-151.2583,-1.669999999999959,1.0,68.0,8.7
Kvam,NO,1609884382,61.6656,9.6898,-8.539999999999964,0.0,66.0,1.53
La Cumbre,AR,1609884382,-30.982,-64.4914,23.890000000000043,75.0,56.0,5.1
Porto Santo,PT,1609884383,33.072,-16.3415,17.0,20.0,88.0,3.1
Bungu,TZ,1609884383,-7.6337,39.0582,22.79000000000002,74.0,96.0,2.38
Konstantinovka,RU,1609884384,49.6167,127.9833,-29.809999999999974,99.0,85.0,2.11
Talnakh,RU,1609884386,69.4865,88.3972,-23.99999999999997,90.0,76.0,10.0
Winchester,GB,1609884147,51.0651,-1.3187,3.330000000000041,94.0,88.0,6.7
Santa Cruz de la Sierra,BO,1609884386,-17.8,-63.1667,22.0,90.0,100.0,3.6
Bayangol,RU,1609884386,50.6977,103.4656,-36.19999999999999,100.0,77.0,1.81
Sandwick,GB,1609884386,60.0,-1.25,6.0,90.0,87.0,4.1
Tiznit Province,MA,1609884387,29.5833,-9.5,13.79000000000002,50.0,86.0,0.94
Atasū,KZ,1609884387,48.6814,71.6433,-18.609999999999985,31.0,84.0,2.77
Uarini,BR,1609884387,-2.99,-65.1083,32.0,20.0,62.0,1.5
Acaraú,BR,1609884387,-2.8856,-40.12,26.970000000000027,4.0,76.0,7.41
Kostino,RU,1609884388,58.9097,53.2691,-14.789999999999964,86.0,95.0,2.59
Cidreira,BR,1609884388,-30.1811,-50.2056,22.350000000000023,100.0,90.0,3.37
Sechura,PE,1609884143,-5.5569,-80.8222,23.730000000000018,70.0,65.0,7.47
Uyemskiy,RU,1609884389,64.4743,40.8524,-8.0,90.0,92.0,1.0
Union,US,1609884302,40.6334,-74.2663,4.439999999999998,90.0,69.0,3.1
Ambovombe,MG,1609884389,-25.1667,46.0833,23.200000000000045,22.0,89.0,1.46
Sitka,US,1609884390,57.0531,-135.33,5.0,90.0,86.0,14.4
Berlevåg,NO,1609884390,70.8578,29.0864,1.0,75.0,80.0,6.2
Baruun-Urt,MN,1609884390,46.6806,113.2792,-37.139999999999986,82.0,76.0,4.21
Namikupa,TZ,1609884391,-10.8333,39.6,22.710000000000036,99.0,95.0,1.95
Batticaloa,LK,1609884391,7.7102,81.6924,25.160000000000025,91.0,86.0,1.41
Zelenoborskiy,RU,1609884391,66.845,32.3622,-11.669999999999959,89.0,96.0,1.15
Buraidah,SA,1609884148,26.326,43.975,14.0,0.0,87.0,2.6
Ketchikan,US,1609884392,55.3422,-131.6461,1.0,90.0,100.0,7.7
Kawalu,ID,1609884392,-7.3817,108.2082,23.120000000000005,98.0,87.0,1.23
Tecpan,GT,1609884392,14.7623,-90.9947,23.33000000000004,75.0,53.0,8.2
Mayya,RU,1609884393,61.7333,130.2811,-46.99999999999997,90.0,55.0,0.85
Bonthe,SL,1609884393,7.5264,-12.505,27.200000000000045,0.0,81.0,4.01
Kayerkan,RU,1609884393,69.3497,87.7602,-23.99999999999997,90.0,76.0,10.0
Aranos,NA,1609884394,-24.1333,19.1167,25.54000000000002,90.0,54.0,0.9
Timizart,DZ,1609884394,36.8,4.2667,6.310000000000002,55.0,67.0,2.92
Camocim,BR,1609884394,-2.9022,-40.8411,27.54000000000002,6.0,73.0,7.76
Zaraza,VE,1609884394,9.3503,-65.3245,25.400000000000034,40.0,62.0,3.62
Wilmington,US,1609884395,34.2257,-77.9447,10.0,90.0,87.0,2.6
Salihorsk,BY,1609884395,52.7876,27.5415,0.29000000000002046,100.0,94.0,5.49
Sergeevka,KZ,1609884395,53.88,67.4158,-23.779999999999973,87.0,87.0,3.79
Lorengau,PG,1609884396,-2.0226,147.2712,29.420000000000016,77.0,73.0,4.08
Valle Hermoso,MX,1609884396,25.6667,-97.8333,28.0,75.0,57.0,4.1
Marang,MY,1609884396,5.2056,103.2059,27.0,40.0,83.0,5.1
Victor Harbor,AU,1609884164,-35.5667,138.6167,15.0,100.0,94.0,1.34
Buala,SB,1609884396,-8.145,159.5921,29.230000000000018,100.0,66.0,3.01
Godalming,GB,1609884397,51.1846,-0.6173,3.330000000000041,100.0,86.0,4.6
San Patricio,US,1609884397,28.017,-97.5169,24.0,40.0,69.0,6.2
Namtsy,RU,1609884397,62.7161,129.6658,-46.99999999999997,90.0,55.0,0.63
Karlskrona,SE,1609884398,56.1616,15.5866,1.0,100.0,86.0,6.2
San Policarpo,PH,1609884398,12.1791,125.5072,26.870000000000005,100.0,82.0,5.83
Eydhafushi,MV,1609884399,5.1033,73.0708,27.54000000000002,100.0,76.0,3.06
Luau,AO,1609884399,-10.7073,22.2247,18.260000000000048,100.0,96.0,0.95
Sarab,IR,1609884400,38.6066,44.9883,-3.2799999999999727,0.0,86.0,0.76
Manuk Mangkaw,PH,1609884400,4.8,119.85,27.189999999999998,100.0,81.0,6.27
Bonavista,CA,1609884400,48.6499,-53.1147,2.2200000000000273,100.0,95.0,4.1
Sumy,UA,1609884401,50.9216,34.8003,-1.1299999999999955,94.0,96.0,3.92
Tocopilla,CL,1609884113,-22.092,-70.1979,21.210000000000036,10.0,59.0,1.52
Karasburg,NA,1609884401,-28.0167,18.75,18.80000000000001,90.0,76.0,5.43
Bambanglipuro,ID,1609884402,-7.95,110.2833,24.420000000000016,90.0,85.0,1.78
Nago,JP,1609884402,26.5881,127.9761,15.0,90.0,93.0,4.6
Kabale,UG,1609884402,-1.2486,29.9899,14.189999999999998,64.0,85.0,0.82
Plettenberg Bay,ZA,1609884403,-34.0527,23.3716,19.33000000000004,87.0,87.0,1.45
Ocós,GT,1609884403,14.5094,-92.1933,31.0,5.0,66.0,4.6
Yulara,AU,1609884403,-25.2406,130.9889,20.0,25.0,42.0,4.1
Issoire,FR,1609884403,45.55,3.25,0.0,90.0,96.0,0.5
Dashitou,CN,1609884404,43.3067,128.5114,-20.73999999999998,100.0,83.0,1.71
Whitecourt,CA,1609884404,54.1502,-115.6855,-3.0,40.0,58.0,1.5
Bratsk,RU,1609884404,56.1325,101.6142,-25.99999999999997,100.0,68.0,4.0
Cajamarca,PE,1609884404,-7.1638,-78.5003,14.0,90.0,67.0,2.1
Tabas,IR,1609884404,33.5959,56.9244,2.0,0.0,43.0,2.1
Yokadouma,CM,1609884405,3.5167,15.05,23.29000000000002,11.0,59.0,0.32
Ericeira,PT,1609884405,38.9627,-9.4156,7.220000000000027,0.0,89.0,2.68
Pierre,US,1609884405,44.3683,-100.351,4.439999999999998,90.0,64.0,1.5
Mwense,ZM,1609884406,-10.3845,28.698,20.160000000000025,100.0,92.0,1.19
Ambunti,PG,1609884406,-4.2365,142.8448,25.590000000000032,100.0,91.0,0.41
Olinda,BR,1609884406,-8.0089,-34.8553,26.0,40.0,69.0,4.6
Córdoba,AR,1609884406,-31.4135,-64.1811,25.560000000000002,75.0,56.0,5.1
Lircay,PE,1609884406,-12.9896,-74.7205,12.090000000000032,98.0,66.0,1.9
Hofn,IS,1609884407,64.2539,-15.2082,3.0200000000000387,100.0,84.0,3.71
Kushmurun,KZ,1609884407,52.4503,64.6311,-20.67999999999998,100.0,87.0,1.48
Quixeramobim,BR,1609884407,-5.1992,-39.2928,29.54000000000002,27.0,37.0,1.06
